legal_name,dba_name,primary_sector,all_sectors,operational_states,founded_year,employee_count,estimated_revenue,contact_person,job_title,email,phone,address,city,state,zip_code
Brandt Ltd,Inc Anthony PLC,Hospitality,Hospitality,"PA, CT",2014,80,"$9,181,902",Michael Hudson,"Pharmacist, community",mhudson@glenn.com,(382) 674-3898,0510 Smith Spur,South Raymond,IN,15560
Reese-Sellers,Reese-Sellers,Hospitality,"Hospitality, Entertainment, Finance","CA, NM, MD, TX, SD",1999,26,"$385,522",Thomas Pearson,Applications developer,tpearson@smith.com,(947) 371-2114,349 Devin Gardens Suite 201,Garciahaven,MN,87592
Bryant-Hutchinson,Bryant-Hutchinson,Hospitality,"Hospitality, Energy","NC, WA, CA, NV",2005,34,"$64,614",Kimberly Lambert,Outdoor activities/education manager,klambert@lopez.com,(416) 808-1138,473 Walter Club,Huffmanmouth,NJ,63094
"Gardner, Johns and Gonzalez","Gardner, Johns and Gonzalez",Hospitality,Hospitality,"IA, ME",1991,4,"$676,755",William Woods,"Nurse, learning disability",wwoods@burch.org,(488) 521-4134,619 Molly Mall,North Joshua,MT,90517
Estrada and Sons,Estrada and Sons,Hospitality,"Hospitality, Healthcare","RI, VA, MT, ID",1985,180,"$1,883,152",Vanessa Gates,Meteorologist,vgates@day-mathis.biz,(229) 401-3191,332 Ellis Falls Suite 320,Stewartberg,NV,79341
Gibbs Group,Gibbs Group,Hospitality,"Hospitality, Retail","NH, AK, TN",2012,14,"$90,551",Crystal Compton,Colour technologist,ccompton@steele-rice.info,(582) 786-9118,693 Johnson Stravenue Suite 295,New Christopherville,VA,51178
Callahan LLC,Group Garcia and Sons,Hospitality,"Hospitality, Technology","ND, WV, MI, AZ, TN",2023,7,"$134,617",Lindsay Rhodes,"Designer, ceramics/pottery",lrhodes@lowery-thomas.com,(972) 520-7028,550 Matthew Harbor Suite 880,North Morganview,MO,87849
"Dixon, Russell and Harris","Dixon, Russell and Harris",Hospitality,Hospitality,"SD, IA, IN, OK",1985,623,"$711,001",Joy Hartman,"Scientist, product/process development",jhartman@bell.info,(632) 712-1056,42647 Breanna Motorway,Michaelfort,ND,46076
"Hanson, Nelson and Henry","Hanson, Nelson and Henry",Hospitality,"Hospitality, Agriculture, Real Estate","GA, KS, HI",2008,27,"$122,018",Stephanie Wilkerson,"Designer, textile",swilkerson@matthews.com,(764) 672-9439,3223 Dennis Mission Suite 707,West Zacharymouth,AL,79899
Clark-Boone,Clark-Boone,Hospitality,"Hospitality, Finance","OK, SC, WV",2020,179,"$172,045",Ronald Cole,Call centre manager,rcole@bass.com,(694) 565-2919,2519 Veronica Islands Apt. 478,Smithborough,CT,61474
"Ortiz, Lewis and Jones","Inc Green, Patel and Powers",Hospitality,Hospitality,"SD, MS, NC",2020,4,"$59,602,321",Sean Hawkins,"Scientist, research (medical)",shawkins@espinoza-glass.biz,(304) 482-8019,2153 Walker Falls Apt. 299,Boyleside,ID,79251
"Powell, Fuller and Ross","Powell, Fuller and Ross",Hospitality,"Hospitality, Manufacturing, Agriculture","OH, ID, CO, NM",2020,70,"$1,941,091",Frank Gardner,Garment/textile technologist,fgardner@johnson-bennett.info,(973) 751-8206,84117 Young Trail Suite 364,Abigailville,OH,78982
Clark-Parker,Clark-Parker,Hospitality,Hospitality,"NY, DE, IA, ND",1981,7472,"$1,670,211",Edward Patton,Set designer,epatton@foley-woods.com,(862) 653-9004,5943 Mark Passage Suite 173,Edwardport,CT,94847
Goodwin-Barnett,Goodwin-Barnett,Hospitality,"Hospitality, Healthcare","ID, VT, SC, KY, LA",2010,8,"$65,692",Eric Mason,Insurance claims handler,emason@banks.info,(599) 590-2662,607 Adriana Land,West Paulahaven,TX,35335
"Powers, Duncan and Lane","Powers, Duncan and Lane",Hospitality,Hospitality,"WY, CO, NC",2002,711,"$8,925,138",Lindsay Hamilton,"Engineer, electrical",lhamilton@cherry-coleman.com,(311) 749-7152,63584 Patricia Cape,Nolanland,OH,65575
"Pearson, Moore and Smith",Inc Miller PLC,Hospitality,"Hospitality, Finance, Technology","MA, AL, NM",1994,128,"$419,245",Matthew Myers,Magazine features editor,mmyers@graham-yang.com,(368) 999-3598,247 Katherine Prairie,North Collin,KY,06286
Wilcox-Jackson,Wilcox-Jackson,Hospitality,"Hospitality, Healthcare, Agriculture","MT, MN, AZ, NC, NE",2004,94,"$1,075,882",Mrs. Megan Bright,"Scientist, marine",mbright@pineda.biz,(452) 631-1070,6907 Sharon Shores Suite 040,Cooperchester,GA,34105
Miles-Hill,Miles-Hill,Hospitality,Hospitality,"WI, LA",1990,9,"$1,937,882",Amanda Banks,Set designer,abanks@johnson.info,(378) 371-5883,76220 Hunter Junctions Apt. 900,East Christopherfort,VA,12985
Lopez and Sons,"Ltd Knox, Williams and James",Hospitality,"Hospitality, Manufacturing, Transportation","SC, ME",2002,45,"$735,282",Deborah Nichols,Event organiser,dnichols@macias.net,(428) 264-8325,05101 Joel Vista Apt. 097,South Kelseytown,MN,31851
Smith-Wright,Smith-Wright,Hospitality,"Hospitality, Transportation","DE, ID, RI",2015,8,"$8,158,068",Megan Murray,Lexicographer,mmurray@perez.info,(537) 611-2466,44420 Newton Forks Apt. 845,Toddfurt,WA,86522
Martin and Sons,Martin and Sons,Hospitality,"Hospitality, Technology, Education","MA, IN, WV, FL",1981,107,"$87,099",Tammy Gutierrez,Petroleum engineer,tgutierrez@fox.com,(437) 936-4059,353 Ebony Village,North Cindyside,CA,02811
Schultz-Garcia,Schultz-Garcia,Hospitality,"Hospitality, Construction","MD, NV",1995,630,"$5,350,531",Patricia Bridges,"Designer, fashion/clothing",pbridges@jones-york.com,(448) 440-4305,65504 Russell Village,New Taylor,SC,72201
"Mitchell, Hicks and Anderson",Ltd Sanders-Romero,Hospitality,Hospitality,"PA, WI",1983,26,"$1,251,510",Morgan Jones,Sports development officer,mjones@thompson.biz,(276) 749-3343,4735 Pamela Street,North Williamville,AZ,67052
White Inc,White Inc,Hospitality,"Hospitality, Telecommunications, Manufacturing","AZ, MT, SD, KY",1997,4,"$50,744",Rachel Garrett,Fine artist,rgarrett@jones.com,(315) 815-8118,00741 Thomas Union,South Edwardfurt,NV,29124
"Kelly, Keller and Blair","Kelly, Keller and Blair",Hospitality,"Hospitality, Retail","ME, MA, TX",1997,112,"$493,789",James Vazquez,International aid/development worker,jvazquez@callahan.info,(863) 630-9215,11138 Daniel Rapids Apt. 671,Grayberg,NY,67156
Stanton Group,Stanton Group,Hospitality,Hospitality,"LA, KS, CO, NJ",2006,451,"$67,597",Taylor Watkins,"Scientist, water quality",twatkins@sweeney.com,(417) 586-2580,98884 Dustin Path,Lake Lori,ND,69293
Murphy-Young,Murphy-Young,Hospitality,Hospitality,GA,1992,493,"$289,400",Mr. Trevor Ramos,Communications engineer,mramos@bruce-bailey.biz,(321) 941-3409,1601 Edwards Knolls,South Kimberlychester,AL,19084
Hill and Sons,Hill and Sons,Hospitality,Hospitality,"OK, WA, SC",2011,37,"$5,284,758",John Rodriguez,Industrial buyer,jrodriguez@simpson-friedman.com,(475) 704-1238,4579 Smith Heights Apt. 606,Bowersland,DE,11929
Stewart-Smith,Stewart-Smith,Hospitality,"Hospitality, Telecommunications","MS, TX, MT, CA, NY",1986,23,"$230,661",Justin Bailey,Television/film/video producer,jbailey@robinson.biz,(690) 350-7837,63344 Jessica Springs Apt. 644,Brandiview,CA,60862
"Cruz, Simmons and Zamora","Cruz, Simmons and Zamora",Hospitality,"Hospitality, Technology, Telecommunications","OR, MT, AK",2007,27,"$929,587",Phillip Mills,Commercial art gallery manager,pmills@hendrix.com,(968) 661-8316,8012 Valerie Shores Apt. 459,Bellhaven,MT,04722
Morris-Leonard,Morris-Leonard,Hospitality,"Hospitality, Energy, Retail",NE,1986,1,"$834,202",Kelly Montes,Probation officer,kmontes@johnson-dawson.biz,(359) 455-6479,8856 Sarah Views,North Olivia,WY,41988
"Smith, Campbell and Cooper","Smith, Campbell and Cooper",Hospitality,Hospitality,"MO, NC, TN, WV",1984,9589,"$93,263",Shari Knight,Secretary/administrator,sknight@torres.info,(920) 456-2572,75241 Marcia Viaduct Suite 743,East Aaron,CA,74444
"Holmes, Blackwell and Orr","Inc Frey, Hubbard and Hudson",Hospitality,"Hospitality, Construction, Manufacturing",RI,1988,736,"$454,697",Jennifer Ramirez,"Administrator, sports",jramirez@petersen-martin.com,(464) 693-8714,8020 Jenna Expressway Apt. 757,North Elizabeth,MA,94107
Nelson-Guerra,Inc Jones PLC,Hospitality,"Hospitality, Telecommunications, Healthcare","IL, ND, RI, AR, NJ",1985,40,"$317,977,784",Vanessa Perez,Immunologist,vperez@hanson.com,(463) 687-7158,922 Parsons Turnpike Suite 925,West Katrina,WA,97753
Thompson Ltd,Thompson Ltd,Hospitality,Hospitality,"AZ, PA, GA, FL, SC",2012,3,"$54,352",Lauren Rogers,Photographer,lrogers@ortiz.com,(589) 732-7762,4642 Caleb Hills Suite 156,Port William,CO,04366
Mcdaniel-Gay,Mcdaniel-Gay,Hospitality,Hospitality,"AL, MS",1980,37,"$408,053",Gregory Kramer,Podiatrist,gkramer@mathews.com,(807) 502-4337,881 Lisa Road Apt. 768,West Lauriefort,OK,08189
Peterson PLC,Peterson PLC,Hospitality,"Hospitality, Telecommunications, Agriculture","OR, AL, CT, WY",1994,188,"$98,933",Cynthia Guerrero,Tour manager,cguerrero@miller-morrow.biz,(337) 947-5021,748 Irwin Rue,West Lorifurt,KS,16526
Gonzalez Inc,Ltd Gonzalez-Lopez,Hospitality,"Hospitality, Entertainment, Construction",DE,1996,2,"$1,936,013",Carolyn Krueger,"Engineer, broadcasting (operations)",ckrueger@hernandez-jones.com,(937) 416-6072,17837 Richards Ways Apt. 714,Simpsonview,CA,18889
Pena-Cook,Pena-Cook,Hospitality,"Hospitality, Telecommunications, Finance","IA, IL, KY, NM, AZ",2005,10,"$5,902,243",Brenda Rice,Commissioning editor,brice@walsh.com,(989) 951-9987,581 Ortega Wells,Robbinsmouth,NM,58406
Yu-Martin,Inc Price Group,Hospitality,"Hospitality, Energy, Retail","TX, MS, VT, AL, NJ",2008,21,"$375,228",Kenneth Lawrence,Physiotherapist,klawrence@smith.net,(934) 953-2395,5169 Miller Courts,Kelliville,CO,20544
Yang LLC,Yang LLC,Hospitality,"Hospitality, Entertainment","NE, AL, NY",1990,24,"$1,427,141",Robert Martinez,Senior tax professional/tax inspector,rmartinez@martin.com,(723) 421-8446,1263 Graves Manors,Port Barbaramouth,NC,57167
Wright Ltd,Wright Ltd,Hospitality,"Hospitality, Transportation, Finance","NE, ID",2021,29,"$465,104",Chloe Ramirez,Town planner,cramirez@james.com,(873) 259-9009,95894 Baker Flat,Kyleport,VT,75784
Stewart PLC,Stewart PLC,Hospitality,"Hospitality, Healthcare","MT, CO",1985,10,"$1,172,351",Keith Dean,Fisheries officer,kdean@smith.org,(443) 422-9077,90066 Walters Greens,Kingville,CT,59391
Thomas Group,Thomas Group,Hospitality,Hospitality,"NE, CA, OH",2012,6,"$87,272",Rachel Williams,Architectural technologist,rwilliams@wright.com,(202) 821-9718,03728 Gould Branch,Marquezbury,VA,15580
Wiggins Group,Wiggins Group,Hospitality,"Hospitality, Pharmaceuticals, Healthcare","TX, TN, NC",2014,28,"$366,158",Fernando Peterson,"Engineer, energy",fpeterson@nguyen.net,(571) 720-3504,894 Jacqueline Camp Apt. 245,Jeffreyton,FL,70500
Carlson-Saunders,Carlson-Saunders,Hospitality,"Hospitality, Manufacturing","HI, FL, SD",2017,145,"$9,918,582",Wayne Hammond,"Biochemist, clinical",whammond@lozano.net,(966) 208-5539,461 Andrew Estate Apt. 093,East Monicafort,DE,74485
Hansen-Hill,Hansen-Hill,Hospitality,Hospitality,"NY, MT, WA, MO",2018,7235,"$1,557,112",Scott Santos,Archaeologist,ssantos@holmes.org,(216) 768-8844,3535 Wilson Ranch,Morganmouth,RI,04956
Manning-Mccarthy,Ltd Gray-Huber,Hospitality,"Hospitality, Manufacturing","AK, PA, MT, ME",2001,16,"$302,803",Tina Davis,Ecologist,tdavis@thomas.org,(934) 857-1381,870 Wall Park,Johnsonborough,FL,91918
Olson-Gordon,Olson-Gordon,Hospitality,"Hospitality, Education","VT, NE, UT",1988,8,"$2,271,069",Jonathan Romero,"Engineer, production",jromero@haas.com,(217) 980-9183,41651 Howell Lock Suite 647,Deanburgh,IN,56958
"Barber, Taylor and Andrade",PLC Matthews Inc,Hospitality,Hospitality,"CA, WV",2011,7,"$24,246",Joshua Wiley,Legal secretary,jwiley@saunders.com,(864) 837-5779,718 Rachel Expressway Apt. 915,East Courtneyburgh,OH,36781
Cook Ltd,Cook Ltd,Hospitality,"Hospitality, Real Estate, Retail",ID,2002,7931,"$423,720",Dr. Danielle Thompson,Sales promotion account executive,dthompson@ponce.com,(205) 952-4643,87703 Robin Centers Suite 618,South Tammie,AR,56442
Weeks-Lopez,Weeks-Lopez,Hospitality,"Hospitality, Finance","MN, OH, TX, SC",1987,730,"$2,830,417",Miss Robin Wallace,Counselling psychologist,mwallace@baker.info,(861) 724-5522,0502 Tamara Pike,Mcdonaldshire,NH,61769
"Strong, Brooks and Scott","Strong, Brooks and Scott",Hospitality,Hospitality,"NJ, IL",1993,2872,"$252,291",Daniel Owens,"Scientist, research (life sciences)",dowens@jackson.com,(450) 715-4187,2291 Victoria Locks Apt. 165,Erikaton,IN,23645
Mckinney-May,Mckinney-May,Hospitality,"Hospitality, Education, Telecommunications","WY, MA, NH",2022,5,"$31,017",Virginia Gonzalez,Landscape architect,vgonzalez@brown.com,(871) 929-4269,313 Savage Station Suite 285,South Matthew,NM,59593
Johnson and Sons,"Ltd Robinson, Sims and Rodriguez",Hospitality,"Hospitality, Technology","KS, CO, NY, ND",1986,970,"$29,714",Leslie Walsh,"Editor, magazine features",lwalsh@johnson-summers.biz,(910) 306-1473,966 Nichole Lane,Garciahaven,NH,35689
Anderson-Cox,Inc Moss-Dominguez,Hospitality,"Hospitality, Transportation",CT,1980,49,"$1,989,382",Jose Harris,Cytogeneticist,jharris@fischer.info,(314) 338-9387,4760 Natasha Pine,Powellton,MS,38243
"Palmer, Smith and Vasquez","Palmer, Smith and Vasquez",Hospitality,"Hospitality, Entertainment","KS, VA",2010,9452,"$304,432",Cynthia Green,Academic librarian,cgreen@campos.com,(328) 281-6128,2626 Hall Orchard Apt. 974,Ingramfort,KY,80246
Thomas PLC,Thomas PLC,Hospitality,Hospitality,"UT, CO, SD, DE",1998,489,"$27,198",Sarah Fox,Public house manager,sfox@allen.org,(621) 825-9773,480 Olson Squares,Atkinschester,OK,28789
Gray Inc,Gray Inc,Hospitality,Hospitality,"AZ, OR, AL, MD",2002,8,"$46,674",Anna Mullins,Medical secretary,amullins@ortiz-gutierrez.com,(447) 703-5739,30648 Jodi Cove,Fryburgh,WY,09529
"Dean, Gray and Moreno","Dean, Gray and Moreno",Hospitality,"Hospitality, Pharmaceuticals, Construction","SC, KY, MT, CO",1999,10,"$289,126",Jenna Rowe,Armed forces operational officer,jrowe@gross.com,(258) 925-7245,5920 Brown Lane Suite 609,Rhodesberg,NJ,84694
"Whitaker, Williams and Weaver","Whitaker, Williams and Weaver",Hospitality,"Hospitality, Telecommunications",UT,1983,339,"$49,362",Kimberly Campbell,Occupational hygienist,kcampbell@caldwell-williams.com,(747) 692-8236,552 Schroeder Point,North Brittanyhaven,OH,71193
Castillo-Hughes,Castillo-Hughes,Hospitality,Hospitality,"FL, TN, AR, WY, OH",1981,40,"$17,375",Amanda Christian,Merchant navy officer,achristian@murphy-owens.net,(982) 333-1787,460 Mendoza Highway,North Paul,PA,07903
"Torres, Davis and Baird","Torres, Davis and Baird",Hospitality,"Hospitality, Education","OK, ME",2020,742,"$961,453",Aaron Franklin,Air broker,afranklin@garrett.com,(398) 390-9361,444 Hicks Mission Suite 337,Kristafort,IA,83942
Rodriguez-Thomas,"and Sons Frederick, Meza and Mccormick",Hospitality,"Hospitality, Manufacturing, Healthcare","AL, NM, WA",1995,3,"$51,486",Adam Mckenzie,Advice worker,amckenzie@johnson-williams.org,(346) 700-8102,805 David Greens Suite 246,Clarkfort,NE,50334
Wright-Robertson,and Sons Green Ltd,Hospitality,Hospitality,"OK, NY",1997,8,"$388,718",Kim Baker,"Engineer, chemical",kbaker@velez.com,(969) 278-5257,716 Johnson Roads Apt. 966,South Katieside,AK,96589
"Molina, Carlson and Price","Molina, Carlson and Price",Hospitality,Hospitality,"KY, GA, WI, OK, OH",2017,21,"$491,958",Sarah Montoya,Race relations officer,smontoya@jackson.com,(756) 808-3972,9577 Justin Highway Apt. 460,Port Beth,HI,04878
"Quinn, Mckenzie and Hernandez","Quinn, Mckenzie and Hernandez",Hospitality,"Hospitality, Construction, Finance","MO, LA, PA, TN",1987,9,"$64,835",Sara Ballard DDS,Nature conservation officer,sdds@lewis-cunningham.com,(883) 246-8211,129 Hurst Groves,Tyronebury,AZ,49160
Larsen and Sons,Group Atkinson Inc,Hospitality,"Hospitality, Real Estate","TN, HI, FL",2021,477,"$1,412,807",Julia Perkins,Lawyer,jperkins@harrison-dean.info,(347) 756-6810,55805 Kristen Roads,West Patricia,IA,37905
"Walker, Lowe and Green","Walker, Lowe and Green",Hospitality,Hospitality,LA,2013,8,"$1,006,340",Dr. Karen Chang,Quarry manager,dchang@lamb.info,(743) 289-5926,38986 Gonzalez Points,East Virginia,MI,21427
"Mayo, Hernandez and Duffy","Mayo, Hernandez and Duffy",Hospitality,"Hospitality, Telecommunications","TX, AL, MS",1983,21,"$417,730",Brooke Jackson,"Restaurant manager, fast food",bjackson@murphy.info,(980) 496-8881,0197 Clark Roads Suite 880,Stevenstown,MA,28526
Roach-Todd,"Inc King, Young and Saunders",Hospitality,"Hospitality, Energy","WI, OR",2012,9,"$469,358",Carol Gray,Marketing executive,cgray@martin-humphrey.com,(752) 427-4381,59542 Christopher Ridges,Kristinhaven,SC,57605
Small-White,PLC Williams Ltd,Hospitality,"Hospitality, Pharmaceuticals, Healthcare",AZ,2007,13,"$9,578,363",Christopher Juarez,Press photographer,cjuarez@sanders-craig.org,(490) 633-2116,64549 Stout Burg,Khanmouth,MO,28646
Pearson-Bender,Pearson-Bender,Hospitality,"Hospitality, Healthcare",MO,2016,3,"$466,244",Antonio Bailey,Technical brewer,abailey@villarreal.org,(673) 203-8211,791 Angela Crescent Apt. 121,Susanmouth,LA,97012
Ramirez Ltd,Ramirez Ltd,Hospitality,"Hospitality, Transportation","AL, NC",1984,7,"$47,183",James Smith,IT sales professional,jsmith@porter.com,(596) 660-8159,374 Hays Oval Suite 020,Oneillmouth,WV,89759
"Cruz, Rodriguez and Moore","Cruz, Rodriguez and Moore",Hospitality,"Hospitality, Transportation, Agriculture","HI, KS, FL",1981,43,"$1,228,553",David Ortiz,Fitness centre manager,dortiz@foster-clark.com,(892) 505-3842,40896 Shaun Divide,East Kelly,AK,66511
"Smith, Jenkins and Scott","Smith, Jenkins and Scott",Hospitality,"Hospitality, Retail, Pharmaceuticals","MO, AZ, TX",1993,6,"$273,380",Kathryn Beltran,Control and instrumentation engineer,kbeltran@rojas.com,(776) 325-5183,929 Jessica Square,Daniellefurt,IN,52059
Clark Inc,Clark Inc,Hospitality,"Hospitality, Finance","ME, AK, IA, ID, WI",2004,3,"$18,608",Jennifer Mcdaniel,"Scientist, physiological",jmcdaniel@peterson-gallegos.com,(760) 961-1385,667 Karen Port,East Linda,GA,90380
Lambert-Hill,Lambert-Hill,Hospitality,Hospitality,"AK, GA, OK, OH, AR",1990,1,"$77,407",Martin Mckee,"Programmer, multimedia",mmckee@sandoval.com,(426) 496-1148,9672 Lyons Greens Apt. 997,Crawfordbury,NH,32088
"Smith, Carpenter and Walter","Smith, Carpenter and Walter",Hospitality,"Hospitality, Entertainment",AR,2011,7,"$571,897",Jacob Mills,Electrical engineer,jmills@kirby.org,(866) 776-6634,13208 Alyssa View Apt. 556,Morganberg,MT,27751
Avila PLC,Avila PLC,Hospitality,"Hospitality, Transportation, Pharmaceuticals","AL, LA, UT",1996,867,"$59,098",Brian Morris,"Conservator, museum/gallery",bmorris@delacruz.com,(761) 531-7468,93972 Cheryl Points,Williamport,AR,79074
Lee and Sons,Lee and Sons,Hospitality,Hospitality,IL,2018,197,"$805,092",Robert Sanders,General practice doctor,rsanders@fields-park.com,(263) 386-3261,67496 Mark Street,Lake Markchester,HI,92938
"Thompson, Williams and Wilson","Thompson, Williams and Wilson",Hospitality,Hospitality,"KS, MT, NV, IL, SD",1998,63,"$18,084",Elizabeth Jones,Landscape architect,ejones@allen.biz,(731) 889-1901,83267 Williams Union,East Lauren,HI,27299
Williams-Beck,Williams-Beck,Hospitality,"Hospitality, Pharmaceuticals","KS, NC, ND, MS",1992,42,"$7,902,741",Matthew Davis,Photographer,mdavis@shaw.org,(993) 702-1698,64033 Joanna Knolls Apt. 376,North Nicholeshire,RI,56646
"Alvarado, Woodard and Adams","Alvarado, Woodard and Adams",Hospitality,"Hospitality, Retail","IA, VT",1990,10,"$202,006",Kevin Nelson,Advice worker,knelson@kelly.com,(837) 986-4368,53014 Little Cove Apt. 890,Port George,IA,75737
Johnson LLC,"PLC Fowler, Rosario and Le",Hospitality,"Hospitality, Pharmaceuticals, Real Estate","VA, LA, WA, NH, OK",1980,24,"$1,913,819",Cheyenne Johnson,"Engineer, technical sales",cjohnson@gonzales.com,(627) 360-4660,864 Atkinson Shoal Apt. 909,Markview,RI,72375
Pittman LLC,Pittman LLC,Hospitality,"Hospitality, Real Estate, Manufacturing","WA, AR, MA",1982,230,"$5,345,839",Laura Little,Associate Professor,llittle@carson.biz,(698) 653-8451,46588 Cassandra Meadow Suite 330,South Charlesfurt,NC,75061
Phillips-Davis,Phillips-Davis,Hospitality,"Hospitality, Real Estate, Finance",AK,2022,20,"$666,284",Michelle Graham,"Designer, furniture",mgraham@hoffman.info,(932) 569-8215,655 Reyes Rest,West Vanessaville,HI,42143
